candidate_id,doc_id,source_pdf,page_idx,figure_count,mode,figure_family,difficulty,classification_confidence,classification_reason,overlay_path,figures_path,page_dir
c_0011,01_1710_02167v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/1710_02167v1.pdf,10,0,agfc,unknown,control,0.3,no_figures;page_has_no_figures,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/01_1710_02167v1/pages/page_010/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/01_1710_02167v1/pages/page_010/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/01_1710_02167v1/pages/page_010
c_0012,01_1710_02167v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/1710_02167v1.pdf,11,1,agfc,compound_multi_panel,control,0.65,raster_multi_panel=3;figs=1,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/01_1710_02167v1/pages/page_011/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/01_1710_02167v1/pages/page_011/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/01_1710_02167v1/pages/page_011
c_0013,01_1710_02167v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/1710_02167v1.pdf,12,1,agfc,mixed_vector_raster,control,0.4,raster_single=8,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/01_1710_02167v1/pages/page_012/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/01_1710_02167v1/pages/page_012/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/01_1710_02167v1/pages/page_012
c_0014,01_1710_02167v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/1710_02167v1.pdf,13,1,agfc,mixed_vector_raster,control,0.4,raster_single=8,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/01_1710_02167v1/pages/page_013/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/01_1710_02167v1/pages/page_013/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/01_1710_02167v1/pages/page_013
c_0015,01_1710_02167v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/1710_02167v1.pdf,14,1,agfc,mixed_vector_raster,control,0.4,raster_single=8,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/01_1710_02167v1/pages/page_014/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/01_1710_02167v1/pages/page_014/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/01_1710_02167v1/pages/page_014
c_0016,01_1710_02167v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/1710_02167v1.pdf,15,1,agfc,vector_dominant,control,0.7,vector_only=5,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/01_1710_02167v1/pages/page_015/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/01_1710_02167v1/pages/page_015/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/01_1710_02167v1/pages/page_015
c_0017,02_2101_09903v2,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2101_09903v2.pdf,0,0,agfc,unknown,control,0.3,no_figures;page_has_no_figures,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/02_2101_09903v2/pages/page_000/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/02_2101_09903v2/pages/page_000/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/02_2101_09903v2/pages/page_000
c_0018,02_2101_09903v2,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2101_09903v2.pdf,1,2,agfc,compound_multi_panel,stress,0.65,vector=21;raster=4;high_panel_count=6;multi_figure_page=2;many_panels=6,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/02_2101_09903v2/pages/page_001/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/02_2101_09903v2/pages/page_001/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/02_2101_09903v2/pages/page_001
c_0019,02_2101_09903v2,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2101_09903v2.pdf,2,1,agfc,compound_multi_panel,stress,0.65,vector=9;raster=21;high_panel_count=10;dense_page_with_caption;atoms=61;many_panels=10,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/02_2101_09903v2/pages/page_002/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/02_2101_09903v2/pages/page_002/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/02_2101_09903v2/pages/page_002
c_0020,02_2101_09903v2,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2101_09903v2.pdf,3,0,agfc,unknown,control,0.3,no_figures;page_has_no_figures,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/02_2101_09903v2/pages/page_003/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/02_2101_09903v2/pages/page_003/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/02_2101_09903v2/pages/page_003
c_0021,02_2101_09903v2,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2101_09903v2.pdf,4,0,agfc,unknown,control,0.3,no_figures;page_has_no_figures,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/02_2101_09903v2/pages/page_004/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/02_2101_09903v2/pages/page_004/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/02_2101_09903v2/pages/page_004
c_0022,03_2203_11714v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2203_11714v1.pdf,0,0,agfc,unknown,control,0.3,no_figures;page_has_no_figures,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/03_2203_11714v1/pages/page_000/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/03_2203_11714v1/pages/page_000/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/03_2203_11714v1/pages/page_000
c_0023,03_2203_11714v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2203_11714v1.pdf,1,0,agfc,unknown,control,0.3,vector_only=6;no_figures;page_has_no_figures,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/03_2203_11714v1/pages/page_001/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/03_2203_11714v1/pages/page_001/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/03_2203_11714v1/pages/page_001
c_0024,03_2203_11714v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2203_11714v1.pdf,2,3,agfc,vector_dominant,stress,0.7,vector_only=62;multi_figure_page=3;very_dense_page;atoms=115,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/03_2203_11714v1/pages/page_002/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/03_2203_11714v1/pages/page_002/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/03_2203_11714v1/pages/page_002
c_0025,03_2203_11714v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2203_11714v1.pdf,3,1,agfc,compound_multi_panel,control,0.65,raster_multi_panel=4;figs=1,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/03_2203_11714v1/pages/page_003/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/03_2203_11714v1/pages/page_003/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/03_2203_11714v1/pages/page_003
c_0026,03_2203_11714v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2203_11714v1.pdf,4,1,agfc,vector_dominant,stress,0.7,vector_only=64;dense_page_with_caption;atoms=116;very_dense_page;atoms=116,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/03_2203_11714v1/pages/page_004/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/03_2203_11714v1/pages/page_004/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/03_2203_11714v1/pages/page_004
c_0027,04_2412_19303v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2412_19303v1.pdf,0,1,agfc,compound_multi_panel,stress,0.65,vector=16;raster=5;high_panel_count=7;dense_page_with_caption;atoms=45;many_panels=7,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_000/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_000/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_000
c_0028,04_2412_19303v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2412_19303v1.pdf,1,0,agfc,unknown,control,0.3,no_figures;page_has_no_figures,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_001/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_001/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_001
c_0029,04_2412_19303v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2412_19303v1.pdf,2,1,agfc,mixed_vector_raster,control,0.65,vector=15;raster=2,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_002/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_002/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_002
c_0030,04_2412_19303v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2412_19303v1.pdf,3,1,agfc,route_map_or_flow,stress,0.65,vector=30;raster=15;flow_keyword_detected;dense_page_with_caption;atoms=80;many_panels=10,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_003/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_003/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_003
c_0031,04_2412_19303v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2412_19303v1.pdf,4,1,agfc,compound_multi_panel,stress,0.65,vector=9;raster=20;high_panel_count=22;dense_page_with_caption;atoms=95;very_dense_page;atoms=95;many_panels=22,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_004/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_004/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_004
c_0032,04_2412_19303v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2412_19303v1.pdf,5,1,agfc,mixed_vector_raster,control,0.65,vector=5;raster=3,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_005/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_005/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_005
c_0033,04_2412_19303v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2412_19303v1.pdf,6,0,agfc,unknown,control,0.3,no_figures;page_has_no_figures,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_006/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_006/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_006
c_0034,04_2412_19303v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2412_19303v1.pdf,7,2,agfc,compound_multi_panel,stress,0.65,vector=14;raster=28;high_panel_count=28;multi_figure_page=2;many_panels=28,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_007/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_007/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_007
c_0035,04_2412_19303v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2412_19303v1.pdf,8,0,agfc,unknown,control,0.3,no_figures;page_has_no_figures,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_008/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_008/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_008
c_0036,04_2412_19303v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2412_19303v1.pdf,9,0,agfc,unknown,control,0.3,no_figures;page_has_no_figures,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_009/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_009/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_009
c_0037,04_2412_19303v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2412_19303v1.pdf,10,0,agfc,unknown,control,0.3,no_figures;page_has_no_figures,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_010/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_010/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_010
c_0038,04_2412_19303v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2412_19303v1.pdf,11,3,agfc,compound_multi_panel,stress,0.65,vector=38;raster=36;high_panel_count=39;multi_figure_page=3;very_dense_page;atoms=86;many_panels=39,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_011/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_011/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_011
c_0039,04_2412_19303v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2412_19303v1.pdf,12,1,agfc,compound_multi_panel,control,0.65,vector=18;raster=3;high_panel_count=3,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_012/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_012/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/04_2412_19303v1/pages/page_012
c_0040,05_2503_05524v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2503_05524v1.pdf,0,0,agfc,unknown,control,0.3,no_figures;page_has_no_figures,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_000/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_000/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_000
c_0041,05_2503_05524v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2503_05524v1.pdf,1,0,agfc,unknown,control,0.3,no_figures;page_has_no_figures,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_001/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_001/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_001
c_0042,05_2503_05524v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2503_05524v1.pdf,2,1,agfc,vector_dominant,hard,0.7,vector_only=5;dense_page_with_caption;atoms=41,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_002/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_002/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_002
c_0043,05_2503_05524v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2503_05524v1.pdf,3,1,agfc,compound_multi_panel,control,0.65,vector=6;raster=2;high_panel_count=4,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_003/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_003/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_003
c_0044,05_2503_05524v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2503_05524v1.pdf,4,1,agfc,vector_dominant,stress,0.7,vector_only=21;dense_page_with_caption;atoms=124;very_dense_page;atoms=124,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_004/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_004/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_004
c_0045,05_2503_05524v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2503_05524v1.pdf,5,0,agfc,unknown,control,0.3,no_figures;page_has_no_figures,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_005/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_005/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_005
c_0046,05_2503_05524v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2503_05524v1.pdf,6,0,agfc,unknown,control,0.3,no_figures;page_has_no_figures,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_006/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_006/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_006
c_0047,05_2503_05524v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2503_05524v1.pdf,7,1,agfc,vector_dominant,control,0.7,vector_only=7,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_007/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_007/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_007
c_0048,05_2503_05524v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2503_05524v1.pdf,8,2,agfc,compound_multi_panel,stress,0.65,vector=14;raster=4;high_panel_count=9;multi_figure_page=2;very_dense_page;atoms=92;many_panels=9,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_008/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_008/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_008
c_0049,05_2503_05524v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2503_05524v1.pdf,9,1,agfc,compound_multi_panel,hard,0.7,vector_only=9;high_panel_count=4;dense_page_with_caption;atoms=43,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_009/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_009/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_009
c_0050,05_2503_05524v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2503_05524v1.pdf,10,1,agfc,vector_dominant,control,0.7,vector_only=3,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_010/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_010/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_010
c_0051,05_2503_05524v1,data/private/journalmix_v1/source_pdfs/compound_multi_panel/2503_05524v1.pdf,11,1,agfc,compound_multi_panel,stress,0.7,vector_only=10;high_panel_count=5;dense_page_with_caption;atoms=66;many_panels=5,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_011/overlay.png,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_011/figures.json,artifacts/corpus_runs/20260420_215816_journalmix_v1_arxiv32/docs/05_2503_05524v1/pages/page_011
